This takes samples from 1 FSR and the MPU6050. We got 623 samples from 1600 expected samples(200HZ sampling rate for 8 seconds) due to some I/O operations overhead which will be fixed.
However the data successfully reflected the motion performed:
1. Press fsr and imu unchanged
2.Press FSR
3. Rotate IMU (this can be perceived from accel z value changing from the gravity constant to a smaller value as well as the gyro values)
4. IMU back to original position
5. FSR released
timestamp,accel_x_m_s2,accel_y_m_s2,accel_z_m_s2,gyro_x_dps,gyro_y_dps,gyro_z_dps,fsr_value
1739750163.1685855,-0.7424560546875001,1.1352392578125001,11.041040039062501,-6.816793893129771,-12.091603053435115,16.564885496183205,0
1739750163.1787817,-0.8190966796875,1.7483642578125,10.427915039062501,-14.229007633587786,-14.50381679389313,25.38167938931298,0
1739750163.1889403,-0.7448510742187501,1.8824853515625002,10.3800146484375,-9.17557251908397,-18.870229007633586,22.786259541984734,0
1739750163.1990566,-0.852626953125,1.28612548828125,10.6961572265625,6.190839694656488,-24.709923664122137,13.717557251908397,0
1739750163.2091913,-0.8238867187500001,0.9460327148437501,10.921289062500001,16.52671755725191,-32.66412213740458,10.458015267175572,0
1739750163.2193122,-0.814306640625,0.7903564453125,10.9835595703125,5.793893129770993,-31.297709923664122,13.816793893129772,0
1739750163.2295978,-1.005908203125,1.04183349609375,10.50695068359375,-15.030534351145038,-27.244274809160306,19.549618320610687,0
1739750163.2397454,-0.9005273437500001,1.0322534179687501,10.35845947265625,-18.916030534351144,-22.717557251908396,15.297709923664122,0
1739750163.249902,-0.48618896484375,1.1112890625,10.11895751953125,-11.511450381679388,-23.893129770992367,9.557251908396946,0
1739750163.2600515,-0.22513183593750002,1.5878979492187502,9.54894287109375,-13.389312977099237,-24.16793893129771,12.022900763358779,0
1739750163.2701879,0.10538085937500001,1.3316308593750001,9.64474365234375,-2.33587786259542,-27.9618320610687,12.396946564885496,0
1739750163.2803183,0.1149609375,1.05141357421875,9.93214599609375,2.564885496183206,-30.549618320610687,10.916030534351146,0
1739750163.290509,-0.162861328125,0.9340576171875,9.70701416015625,7.656488549618321,-25.885496183206108,10.221374045801527,0
1739750163.3008962,-0.1293310546875,1.13763427734375,9.73575439453125,-0.6641221374045801,-20.374045801526716,9.717557251908397,0
1739750163.3116562,-0.22752685546875,1.30049560546875,9.87945556640625,-6.358778625954199,-15.648854961832061,10.50381679389313,0
1739750163.3221762,-0.40954833984375,1.2693603515625,9.881850585937501,-3.5801526717557253,-17.82442748091603,7.351145038167939,0
1739750163.3323007,-0.023950195312500002,1.1903247070312502,9.97525634765625,1.748091603053435,-14.633587786259541,4.358778625954199,0
1739750163.3424258,-0.0383203125,1.1639794921875,9.97525634765625,2.3587786259541983,-12.67175572519084,4.297709923664122,0
